state,fips,report_type,demographic_type,group,count,pct
Texas,48,cases,ages,<1 year,73,0.0038316187276926307
Texas,48,cases,ages,1-9 years,304,0.015956330044089858
Texas,48,cases,ages,10-19 years,790,0.04146546294352299
Texas,48,cases,ages,20-29 years,3117,0.16360487087969766
Texas,48,cases,ages,30-39 years,3510,0.18423262649590594
Texas,48,cases,ages,40-49 years,3461,0.18166071803485198
Texas,48,cases,ages,50-59 years,3344,0.17551963048498845
Texas,48,cases,ages,60-64 years,1343,0.07049128700398909
Texas,48,cases,ages,65-69 years,1015,0.05327524669326055
Texas,48,cases,ages,70-74 years,646,0.03390720134369095
Texas,48,cases,ages,75-79 years,473,0.024826789838337183
Texas,48,cases,ages,80+ years,962,0.05049338652110015
Texas,48,cases,ages,Unknown,14,7.348309888725593e-4
Texas,48,cases,gender,Female,9400,0.49338652110014697
Texas,48,cases,gender,Male,9477,0.497428091538946
Texas,48,cases,gender,Unknown,175,0.009185387360906992
Texas,48,cases,race,Asian,580,0.0304429981104346
Texas,48,cases,race,Black,2263,0.118780180558472
Texas,48,cases,race,Hispanic,6613,0.347102666386731
Texas,48,cases,race,Other,112,0.00587864791098047
Texas,48,cases,race,White,5183,0.272044929666177
Texas,48,cases,race,Unknown,4301,0.225750577367206
Texas,48,fatalities,ages,<1 year,0,0
Texas,48,fatalities,ages,1-9 years,0,0
Texas,48,fatalities,ages,10-19 years,2,0.0030120481927710845
Texas,48,fatalities,ages,20-29 years,11,0.016566265060240965
Texas,48,fatalities,ages,30-39 years,13,0.01957831325301205
Texas,48,fatalities,ages,40-49 years,26,0.0391566265060241
Texas,48,fatalities,ages,50-59 years,72,0.10843373493975904
Texas,48,fatalities,ages,60-64 years,60,0.09036144578313253
Texas,48,fatalities,ages,65-69 years,74,0.11144578313253012
Texas,48,fatalities,ages,70-74 years,69,0.10391566265060241
Texas,48,fatalities,ages,75-79 years,70,0.10542168674698796
Texas,48,fatalities,ages,80+ years,265,0.3990963855421687
Texas,48,fatalities,ages,Unknown,2,0.0030120481927710845
Texas,48,fatalities,gender,Female,272,0.40963855421686746
Texas,48,fatalities,gender,Male,364,0.5481927710843374
Texas,48,fatalities,gender,Unknown,28,0.04216867469879518
Texas,48,fatalities,race,Asian,13,0.01957831325301205
Texas,48,fatalities,race,Black,85,0.1280120481927711
Texas,48,fatalities,race,Hispanic,171,0.2575301204819277
Texas,48,fatalities,race,Other,5,0.007530120481927711
Texas,48,fatalities,race,White,269,0.40512048192771083
Texas,48,fatalities,race,Unknown,121,0.1822289156626506
