state,fips,report_type,demographic_type,group,count,pct
Texas,48,cases,ages,<1 year,38,0.003
Texas,48,cases,ages,1-9 years,168,0.011
Texas,48,cases,ages,10-19 years,440,0.0297578790748
Texas,48,cases,ages,20-29 years,2295,0.155
Texas,48,cases,ages,30-39 years,2708,0.183
Texas,48,cases,ages,40-49 years,2770,0.187
Texas,48,cases,ages,50-59 years,2714,0.184
Texas,48,cases,ages,60-64 years,1143,0.077
Texas,48,cases,ages,65-69 years,831,0.056
Texas,48,cases,ages,70-74 years,543,0.037
Texas,48,cases,ages,75-79 years,362,0.024
Texas,48,cases,ages,80+ years,651,0.044
Texas,48,cases,ages,Unknown,123,0.008
Texas,48,cases,gender,Female,6709,0.454
Texas,48,cases,gender,Male,7796,0.527
Texas,48,cases,gender,Unknown,281,0.019
Texas,48,cases,race,Asian,498,0.034
Texas,48,cases,race,Black,2315,0.157
Texas,48,cases,race,Hispanic,5873,0.397
Texas,48,cases,race,Other,96,0.006
Texas,48,cases,race,White,4065,0.275
Texas,48,cases,race,Unknown,1939,0.131
Texas,48,fatalities,ages,<1 year,0,0
Texas,48,fatalities,ages,1-9 years,0,0
Texas,48,fatalities,ages,10-19 years,2,0.004
Texas,48,fatalities,ages,20-29 years,11,0.022
Texas,48,fatalities,ages,30-39 years,9,0.018
Texas,48,fatalities,ages,40-49 years,21,0.043
Texas,48,fatalities,ages,50-59 years,54,0.11
Texas,48,fatalities,ages,60-64 years,45,0.091
Texas,48,fatalities,ages,65-69 years,59,0.12
Texas,48,fatalities,ages,70-74 years,45,0.091
Texas,48,fatalities,ages,75-79 years,45,0.091
Texas,48,fatalities,ages,80+ years,198,0.402
Texas,48,fatalities,ages,Unknown,3,0.006
Texas,48,fatalities,gender,Female,192,0.39
Texas,48,fatalities,gender,Male,269,0.547
Texas,48,fatalities,gender,Unknown,31,0.0630081300813
Texas,48,fatalities,race,Asian,6,0.012
Texas,48,fatalities,race,Black,67,0.136
Texas,48,fatalities,race,Hispanic,122,0.2479674796748
Texas,48,fatalities,race,Other,2,0.004
Texas,48,fatalities,race,White,181,0.368
Texas,48,fatalities,race,Unknown,114,0.232
