state,fips,report_type,demographic_type,group,count,pct
Texas,48,cases,ages,<1 year,111,0.004225030451
Texas,48,cases,ages,1-9 years,496,0.018879415346999998
Texas,48,cases,ages,10-19 years,1293,0.04921589525
Texas,48,cases,ages,20-29 years,4901,0.18654841657
Texas,48,cases,ages,30-39 years,4867,0.18525426309
Texas,48,cases,ages,40-49 years,4684,0.17828867235
Texas,48,cases,ages,50-59 years,4353,0.16568970767
Texas,48,cases,ages,60-64 years,1735,0.066039890378
Texas,48,cases,ages,65-69 years,1266,0.04818818514
Texas,48,cases,ages,70-74 years,807,0.030717113276
Texas,48,cases,ages,75-79 years,615,0.023408952497
Texas,48,cases,ages,80+ years,1126,0.042859317905
Texas,48,cases,ages,Unknown,18,6.85140073e-4
Texas,48,cases,gender,Female,12560,0.47807551766
Texas,48,cases,gender,Male,13369,0.5088687576099999
Texas,48,cases,gender,Unknown,343,0.013055724726
Texas,48,cases,race,Asian,651,0.024779232643000002
Texas,48,cases,race,Black,2989,0.11377131547
Texas,48,cases,race,Hispanic,10534,0.4009591961
Texas,48,cases,race,Other,135,0.005138550548000001
Texas,48,cases,race,White,6522,0.24824908648000002
Texas,48,cases,race,Unknown,5441,0.20710261876
Texas,48,fatalities,ages,<1 year,0,0
Texas,48,fatalities,ages,1-9 years,0,0
Texas,48,fatalities,ages,10-19 years,0,0
Texas,48,fatalities,ages,20-29 years,4,0.005494505495
Texas,48,fatalities,ages,30-39 years,12,0.016483516484
Texas,48,fatalities,ages,40-49 years,28,0.038461538462
Texas,48,fatalities,ages,50-59 years,77,0.10576923077
Texas,48,fatalities,ages,60-64 years,74,0.10164835165
Texas,48,fatalities,ages,65-69 years,84,0.11538461538
Texas,48,fatalities,ages,70-74 years,79,0.10851648352
Texas,48,fatalities,ages,75-79 years,85,0.11675824176
Texas,48,fatalities,ages,80+ years,285,0.39148351648
Texas,48,fatalities,ages,Unknown,0,0
Texas,48,fatalities,gender,Female,300,0.41208791208999995
Texas,48,fatalities,gender,Male,427,0.58653846154
Texas,48,fatalities,gender,Unknown,1,0.0013736263739999998
Texas,48,fatalities,race,Asian,14,0.019230769231
Texas,48,fatalities,race,Black,94,0.12912087912
Texas,48,fatalities,race,Hispanic,211,0.28983516484
Texas,48,fatalities,race,Other,1,0.0013736263739999998
Texas,48,fatalities,race,White,315,0.43269230769000006
Texas,48,fatalities,race,Unknown,93,0.12774725274999998
