state,date,deaths_mean,deaths_lower,deaths_upper,totdea_mean,totdea_lower,totdea_upper,proj_date
Texas,2020-05-16,126.371,11,336.025,4517.526,1580.875,9755.05,Mar 30th Projection
Texas,2020-05-17,121.124,9,323.05,4638.65,1590.875,10076.025,Mar 30th Projection
Texas,2020-05-18,115.623,8,308.125,4754.273,1599.85,10385.325,Mar 30th Projection
Texas,2020-05-19,109.881,7,293.1,4864.154,1606.85,10678.7,Mar 30th Projection
Texas,2020-05-20,103.991,6,278.05,4968.145,1612.85,10956.775,Mar 30th Projection
Texas,2020-05-21,98.011,5,262.025,5066.156,1617.85,11233.175,Mar 30th Projection
Texas,2020-05-22,91.987,4,246,5158.143,1622.825,11476.65,Mar 30th Projection
Texas,2020-05-23,86.03,3,230.025,5244.173,1626.825,11697.15,Mar 30th Projection
Texas,2020-05-24,80.007,3,214.05,5324.18,1629.825,11910.075,Mar 30th Projection
Texas,2020-05-25,74.122,2,198.025,5398.302,1631.825,12121.625,Mar 30th Projection
Texas,2020-05-26,68.394,2,182,5466.696,1633.825,12317.175,Mar 30th Projection
Texas,2020-05-27,62.943,1,166.025,5529.639,1635.825,12487.275,Mar 30th Projection
Texas,2020-05-28,57.315,1,153,5586.954,1636.825,12635.7,Mar 30th Projection
Texas,2020-05-29,52.307,1,139.025,5639.261,1637.825,12770.125,Mar 30th Projection
Texas,2020-05-30,47.524,1,127.025,5686.785,1638.825,12890.55,Mar 30th Projection
Texas,2020-05-31,42.992,1,115.025,5729.777,1639.825,12998.95,Mar 30th Projection
Texas,2020-06-01,38.497,0,103.025,5768.274,1639.85,13095.35,Mar 30th Projection
Texas,2020-06-02,34.235,0,92,5802.509,1639.85,13180.725,Mar 30th Projection
Texas,2020-06-03,30.506,0,81,5833.015,1639.85,13256.075,Mar 30th Projection
Texas,2020-06-04,27.09,0,71.025,5860.105,1639.85,13322.4,Mar 30th Projection
Texas,2020-06-05,23.923,0,63,5884.028,1639.85,13380.7,Mar 30th Projection
Texas,2020-06-06,21.038,0,55,5905.066,1639.85,13431.85,Mar 30th Projection
Texas,2020-06-07,18.419,0,48,5923.485,1639.85,13477.775,Mar 30th Projection
Texas,2020-06-08,16.05,0,42,5939.535,1639.85,13517.7,Mar 30th Projection
Texas,2020-06-09,13.914,0,36.025,5953.449,1639.85,13551.625,Mar 30th Projection
Texas,2020-06-10,12.019,0,32,5965.468,1639.85,13580.575,Mar 30th Projection
Texas,2020-06-11,10.338,0,27,5975.806,1639.85,13605.525,Mar 30th Projection
Texas,2020-06-12,8.844,0,23,5984.65,1639.85,13626.475,Mar 30th Projection
Texas,2020-06-13,7.536,0,20,5992.186,1639.85,13644.425,Mar 30th Projection
Texas,2020-06-14,6.399,0,17,5998.585,1639.85,13659.375,Mar 30th Projection
Texas,2020-06-15,5.397,0,14,6003.982,1639.85,13671.35,Mar 30th Projection
Texas,2020-06-16,4.542,0,12,6008.524,1639.85,13681.325,Mar 30th Projection
Texas,2020-06-17,3.804,0,10,6012.328,1639.85,13689.3,Mar 30th Projection
Texas,2020-06-18,3.153,0,8,6015.481,1639.85,13696.275,Mar 30th Projection
Texas,2020-06-19,2.624,0,7,6018.105,1639.85,13702.25,Mar 30th Projection
Texas,2020-06-20,2.163,0,6,6020.268,1639.85,13707.225,Mar 30th Projection
Texas,2020-06-21,1.795,0,5,6022.063,1639.85,13711.2,Mar 30th Projection
Texas,2020-06-22,1.461,0,4,6023.524,1639.85,13714.2,Mar 30th Projection
Texas,2020-06-23,1.184,0,3,6024.708,1639.85,13716.2,Mar 30th Projection
Texas,2020-06-24,0.975,0,3,6025.683,1639.85,13718.2,Mar 30th Projection
Texas,2020-06-25,0.779,0,2,6026.462,1639.85,13720.175,Mar 30th Projection
Texas,2020-06-26,0.6,0,2,6027.062,1639.85,13721.175,Mar 30th Projection
Texas,2020-06-27,0.51,0,1,6027.572,1639.85,13722.175,Mar 30th Projection
Texas,2020-06-28,0.482,0,1,6028.054,1639.85,13723.175,Mar 30th Projection
Texas,2020-06-29,0.395,0,1,6028.449,1639.85,13724.15,Mar 30th Projection
Texas,2020-06-30,0.233,0,1,6028.682,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-01,0.087,0,1,6028.769,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-02,0.004,0,0,6028.773,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-03,0.001,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-04,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-05,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-06,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-07,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-08,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-09,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-10,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-11,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-12,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-13,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-14,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-15,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-16,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-17,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-18,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-19,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-20,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-21,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-22,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-23,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-24,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-25,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-26,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-27,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-28,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-29,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-30,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-07-31,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-08-01,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-08-02,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-08-03,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-08-04,0,0,0,6028.774,1639.85,13724.15,Mar 30th Projection
Texas,2020-02-06,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-07,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-08,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-09,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-10,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-11,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-12,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-13,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-14,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-15,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-16,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-17,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-18,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-19,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-20,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-21,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-22,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-23,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-24,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-25,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-26,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-27,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-28,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-02-29,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-01,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-02,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-03,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-04,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-05,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-06,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-07,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-08,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-09,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-10,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-11,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-12,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-13,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-14,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-15,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-16,0,0,0,0,0,0,Mar 31st Projection
Texas,2020-03-17,1,1,1,1,1,1,Mar 31st Projection
Texas,2020-03-18,2,2,2,3,3,3,Mar 31st Projection
Texas,2020-03-19,2,2,2,5,5,5,Mar 31st Projection
Texas,2020-03-20,0,0,0,5,5,5,Mar 31st Projection
Texas,2020-03-21,0,0,0,5,5,5,Mar 31st Projection
Texas,2020-03-22,2,2,2,7,7,7,Mar 31st Projection
Texas,2020-03-23,2,2,2,9,9,9,Mar 31st Projection
Texas,2020-03-24,3,3,3,12,12,12,Mar 31st Projection
Texas,2020-03-25,3,3,3,15,15,15,Mar 31st Projection
Texas,2020-03-26,6,6,6,21,21,21,Mar 31st Projection
Texas,2020-03-27,5,5,5,26,26,26,Mar 31st Projection
Texas,2020-03-28,4,4,4,30,30,30,Mar 31st Projection
Texas,2020-03-29,7,7,7,37,37,37,Mar 31st Projection
Texas,2020-03-30,8,8,8,45,45,45,Mar 31st Projection
Texas,2020-03-31,9,9,9,54,54,54,Mar 31st Projection
Texas,2020-04-01,10.903,10,12,64.903,64,66,Mar 31st Projection
Texas,2020-04-02,12.607,12,14,77.51,76,80,Mar 31st Projection
Texas,2020-04-03,14.648,13,16,92.158,89,96,Mar 31st Projection
Texas,2020-04-04,16.905,15,19,109.063,104,115,Mar 31st Projection
Texas,2020-04-05,19.395,17,22,128.458,121,138,Mar 31st Projection
Texas,2020-04-06,22.149,19,26,150.607,140,164,Mar 31st Projection
Texas,2020-04-07,25.181,22,30,175.788,162,194,Mar 31st Projection
Texas,2020-04-08,28.517,24,35,204.305,186,228,Mar 31st Projection
Texas,2020-04-09,32.167,26,40,236.472,212,268.025,Mar 31st Projection
Texas,2020-04-10,36.109,29,46.025,272.581,241,315,Mar 31st Projection
Texas,2020-04-11,40.435,32,53,313.016,273,368.025,Mar 31st Projection
Texas,2020-04-12,45.132,34,61,358.148,307,429.025,Mar 31st Projection
Texas,2020-04-13,49.902,37,69,408.05,344,498.025,Mar 31st Projection
Texas,2020-04-14,54.957,39.975,78,463.007,383.975,575.025,Mar 31st Projection
Texas,2020-04-15,60.201,42,88,523.208,425.975,662.025,Mar 31st Projection
Texas,2020-04-16,65.683,44,98,588.891,470.975,761,Mar 31st Projection
Texas,2020-04-17,71.333,47,109,660.224,517,869.025,Mar 31st Projection
Texas,2020-04-18,77.115,49,121,737.339,565.975,990.025,Mar 31st Projection
Texas,2020-04-19,82.973,51,133,820.312,616,1123.025,Mar 31st Projection
Texas,2020-04-20,88.904,52,146,909.216,668,1269.025,Mar 31st Projection
Texas,2020-04-21,94.86,53.975,160,1004.076,722,1429,Mar 31st Projection
Texas,2020-04-22,100.774,54.975,173.025,1104.85,777,1602,Mar 31st Projection
Texas,2020-04-23,106.6,55,188,1211.45,832,1789.05,Mar 31st Projection
Texas,2020-04-24,112.301,56,202,1323.751,888,1993.025,Mar 31st Projection
Texas,2020-04-25,117.81,56,216.025,1441.561,943.975,2211.025,Mar 31st Projection
Texas,2020-04-26,123.104,55,231,1564.665,998.975,2442.075,Mar 31st Projection
Texas,2020-04-27,128.093,55,245,1692.758,1053.95,2687.125,Mar 31st Projection
Texas,2020-04-28,132.774,54,258,1825.532,1107.925,2945.225,Mar 31st Projection
Texas,2020-04-29,137.088,52.975,272,1962.62,1160.9,3217.325,Mar 31st Projection
Texas,2020-04-30,140.975,51,284,2103.595,1211.9,3501.45,Mar 31st Projection
Texas,2020-05-01,144.436,49,296,2248.031,1260.9,3797.575,Mar 31st Projection
Texas,2020-05-02,147.377,47,307,2395.408,1307.9,4104.575,Mar 31st Projection
Texas,2020-05-03,149.822,45,317,2545.23,1352.9,4421.575,Mar 31st Projection
Texas,2020-05-04,151.718,43,325,2696.948,1395.875,4748.525,Mar 31st Projection
Texas,2020-05-05,153.034,40,332,2849.982,1435.875,5085.375,Mar 31st Projection
Texas,2020-05-06,153.786,37,338.025,3003.768,1472.875,5429.125,Mar 31st Projection
Texas,2020-05-07,153.968,35,343,3157.736,1507.875,5772.15,Mar 31st Projection
Texas,2020-05-08,153.543,32,346,3311.279,1539.875,6112.4,Mar 31st Projection
Texas,2020-05-09,152.571,30,347.025,3463.85,1569.875,6452.575,Mar 31st Projection
Texas,2020-05-10,151.012,27,347.025,3614.862,1596.875,6795.675,Mar 31st Projection
Texas,2020-05-11,148.893,25,346,3763.755,1620.9,7138.725,Mar 31st Projection
Texas,2020-05-12,146.244,22,343,3909.999,1642.9,7478.775,Mar 31st Projection
Texas,2020-05-13,143.085,20,338,4053.084,1662.9,7812.85,Mar 31st Projection
Texas,2020-05-14,139.457,18,332,4192.541,1680.9,8140.9,Mar 31st Projection
Texas,2020-05-15,135.396,16,324.025,4327.937,1696.9,8460.975,Mar 31st Projection
Texas,2020-05-16,130.917,14,315.025,4458.854,1710.9,8771.075,Mar 31st Projection
Texas,2020-05-17,126.131,12,305.025,4584.985,1722.9,9071.175,Mar 31st Projection
Texas,2020-05-18,121.077,10,294,4706.062,1732.925,9359.275,Mar 31st Projection
Texas,2020-05-19,115.545,9,282,4821.607,1741.925,9635.375,Mar 31st Projection
Texas,2020-05-20,110.1,8,268.05,4931.707,1749.925,9898.5,Mar 31st Projection
Texas,2020-05-21,104.489,7,255,5036.196,1756.925,10155.425,Mar 31st Projection
Texas,2020-05-22,98.673,6,241,5134.869,1762.925,10399.325,Mar 31st Projection
Texas,2020-05-23,92.763,5,226,5227.632,1767.925,10629.225,Mar 31st Projection
Texas,2020-05-24,86.786,4,212,5314.418,1771.925,10845.125,Mar 31st Projection
Texas,2020-05-25,80.793,3,198,5395.211,1774.925,11047.025,Mar 31st Projection
Texas,2020-05-26,75.325,3,183.025,5470.536,1777.925,11234.925,Mar 31st Projection
Texas,2020-05-27,69.435,2,169.025,5539.971,1779.925,11408.825,Mar 31st Projection
Texas,2020-05-28,64.16,2,156,5604.131,1781.925,11568.725,Mar 31st Projection
Texas,2020-05-29,58.664,1,143,5662.795,1782.95,11715.625,Mar 31st Projection
Texas,2020-05-30,53.59,1,130.025,5716.385,1783.95,11849.525,Mar 31st Projection
Texas,2020-05-31,48.851,1,118,5765.236,1784.95,11971.425,Mar 31st Projection
Texas,2020-06-01,44.361,1,107,5809.597,1785.95,12081.35,Mar 31st Projection
Texas,2020-06-02,40.071,1,96,5849.668,1786.95,12180.275,Mar 31st Projection
Texas,2020-06-03,35.639,0,86,5885.307,1786.975,12269.2,Mar 31st Projection
Texas,2020-06-04,31.866,0,77,5917.173,1786.975,12348.15,Mar 31st Projection
Texas,2020-06-05,28.394,0,68,5945.567,1786.975,12418.1,Mar 31st Projection
Texas,2020-06-06,25.193,0,60,5970.76,1786.975,12480.05,Mar 31st Projection
Texas,2020-06-07,22.258,0,53,5993.018,1786.975,12535,Mar 31st Projection
Texas,2020-06-08,19.577,0,47,6012.595,1786.975,12581.05,Mar 31st Projection
Texas,2020-06-09,17.144,0,41,6029.739,1786.975,12621.1,Mar 31st Projection
Texas,2020-06-10,14.948,0,35,6044.687,1786.975,12656.125,Mar 31st Projection
Texas,2020-06-11,12.977,0,30,6057.664,1786.975,12686.15,Mar 31st Projection
Texas,2020-06-12,11.216,0,26,6068.88,1786.975,12712.175,Mar 31st Projection
Texas,2020-06-13,9.655,0,22,6078.535,1786.975,12734.2,Mar 31st Projection
Texas,2020-06-14,8.26,0,19,6086.795,1786.975,12753.225,Mar 31st Projection
Texas,2020-06-15,7.041,0,16,6093.836,1786.975,12769.25,Mar 31st Projection
Texas,2020-06-16,5.988,0,14,6099.824,1786.975,12782.275,Mar 31st Projection
Texas,2020-06-17,5.064,0,12,6104.888,1786.975,12793.3,Mar 31st Projection
Texas,2020-06-18,4.265,0,10,6109.153,1786.975,12802.325,Mar 31st Projection
Texas,2020-06-19,3.585,0,8,6112.738,1786.975,12810.325,Mar 31st Projection
Texas,2020-06-20,3.004,0,7,6115.742,1786.975,12816.35,Mar 31st Projection
Texas,2020-06-21,2.498,0,6,6118.24,1786.975,12821.375,Mar 31st Projection
Texas,2020-06-22,2.053,0,5,6120.293,1786.975,12825.4,Mar 31st Projection
Texas,2020-06-23,1.671,0,4,6121.964,1786.975,12829.375,Mar 31st Projection
Texas,2020-06-24,1.437,0,3,6123.401,1786.975,12832.35,Mar 31st Projection
Texas,2020-06-25,1.071,0,3,6124.472,1786.975,12834.35,Mar 31st Projection
Texas,2020-06-26,0.993,0,2,6125.465,1786.975,12836.35,Mar 31st Projection
Texas,2020-06-27,0.741,0,2,6126.206,1786.975,12838.325,Mar 31st Projection
Texas,2020-06-28,0.512,0,1,6126.718,1786.975,12839.325,Mar 31st Projection
Texas,2020-06-29,0.5,0,1,6127.218,1786.975,12840.325,Mar 31st Projection
Texas,2020-06-30,0.5,0,1,6127.718,1786.975,12841.325,Mar 31st Projection
Texas,2020-07-01,0.463,0,1,6128.181,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-02,0.209,0,1,6128.39,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-03,0.014,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-04,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-05,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-06,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-07,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-08,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-09,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-10,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-11,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-12,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-13,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-14,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-15,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-16,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-17,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-18,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-19,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-20,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-21,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-22,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-23,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-24,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-25,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-26,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-27,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-28,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-29,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-30,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-07-31,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-08-01,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-08-02,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-08-03,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-08-04,0,0,0,6128.404,1786.975,12842.3,Mar 31st Projection
Texas,2020-02-06,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-07,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-08,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-09,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-10,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-11,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-12,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-13,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-14,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-15,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-16,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-17,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-18,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-19,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-20,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-21,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-22,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-23,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-24,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-25,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-26,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-27,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-28,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-02-29,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-01,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-02,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-03,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-04,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-05,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-06,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-07,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-08,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-09,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-10,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-11,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-12,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-13,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-14,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-15,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-16,0,0,0,0,0,0,Apr 1st Projection
Texas,2020-03-17,1,1,1,1,1,1,Apr 1st Projection
Texas,2020-03-18,2,2,2,3,3,3,Apr 1st Projection
Texas,2020-03-19,2,2,2,5,5,5,Apr 1st Projection
Texas,2020-03-20,0,0,0,5,5,5,Apr 1st Projection
Texas,2020-03-21,0,0,0,5,5,5,Apr 1st Projection
Texas,2020-03-22,2,2,2,7,7,7,Apr 1st Projection
Texas,2020-03-23,2,2,2,9,9,9,Apr 1st Projection
Texas,2020-03-24,3,3,3,12,12,12,Apr 1st Projection
Texas,2020-03-25,3,3,3,15,15,15,Apr 1st Projection
Texas,2020-03-26,6,6,6,21,21,21,Apr 1st Projection
Texas,2020-03-27,5,5,5,26,26,26,Apr 1st Projection
Texas,2020-03-28,4,4,4,30,30,30,Apr 1st Projection
Texas,2020-03-29,7,7,7,37,37,37,Apr 1st Projection
Texas,2020-03-30,8,8,8,45,45,45,Apr 1st Projection
Texas,2020-03-31,9,9,9,54,54,54,Apr 1st Projection
Texas,2020-04-01,10.964,10,11,64.964,64,65,Apr 1st Projection
Texas,2020-04-02,12.654,12,13,77.618,76,78,Apr 1st Projection
Texas,2020-04-03,14.722,14,16,92.34,90,94,Apr 1st Projection
Texas,2020-04-04,17.026,16,19,109.366,106,113,Apr 1st Projection
Texas,2020-04-05,19.578,18,22,128.944,124,135,Apr 1st Projection
Texas,2020-04-06,22.402,20,25,151.346,144,161,Apr 1st Projection
Texas,2020-04-07,25.531,22,29,176.877,167,190,Apr 1st Projection
Texas,2020-04-08,28.948,25,34,205.825,192,224,Apr 1st Projection
Texas,2020-04-09,32.689,28,39,238.514,219,263,Apr 1st Projection
Texas,2020-04-10,36.779,30,45,275.293,250,308,Apr 1st Projection
Texas,2020-04-11,41.239,33,52,316.532,283,359,Apr 1st Projection
Texas,2020-04-12,46.085,36,59,362.617,319,418,Apr 1st Projection
Texas,2020-04-13,51.064,39,67,413.681,358,484.025,Apr 1st Projection
Texas,2020-04-14,56.283,42,75,469.964,400,559.025,Apr 1st Projection
Texas,2020-04-15,61.774,45,84,531.738,445,643.025,Apr 1st Projection
Texas,2020-04-16,67.479,48,94,599.217,493,737.025,Apr 1st Projection
Texas,2020-04-17,73.343,50,104,672.56,543,842,Apr 1st Projection
Texas,2020-04-18,79.401,53,116,751.961,596,958,Apr 1st Projection
Texas,2020-04-19,85.553,55,127,837.514,651,1086,Apr 1st Projection
Texas,2020-04-20,91.779,57,139,929.293,708,1224.05,Apr 1st Projection
Texas,2020-04-21,98.009,59,152,1027.302,767,1376.025,Apr 1st Projection
Texas,2020-04-22,104.258,60,165,1131.56,827,1541,Apr 1st Projection
Texas,2020-04-23,110.394,61,179,1241.954,888,1719.025,Apr 1st Projection
Texas,2020-04-24,116.402,62,192,1358.356,950,1911.025,Apr 1st Projection
Texas,2020-04-25,122.224,62,206,1480.58,1012,2117.025,Apr 1st Projection
Texas,2020-04-26,127.815,62,220,1608.395,1074,2337.025,Apr 1st Projection
Texas,2020-04-27,133.118,62,233.025,1741.513,1135,2570.025,Apr 1st Projection
Texas,2020-04-28,138.071,61,247,1879.584,1196,2817,Apr 1st Projection
Texas,2020-04-29,142.639,60,260,2022.223,1256,3076.025,Apr 1st Projection
Texas,2020-04-30,146.78,58,272,2169.003,1314,3349,Apr 1st Projection
Texas,2020-05-01,150.436,56,283.025,2319.439,1370.975,3632.05,Apr 1st Projection
Texas,2020-05-02,153.593,54,294,2473.032,1424.975,3926.1,Apr 1st Projection
Texas,2020-05-03,156.214,52,304,2629.246,1476.975,4230.1,Apr 1st Projection
Texas,2020-05-04,158.253,50,312,2787.499,1526.975,4542.075,Apr 1st Projection
Texas,2020-05-05,159.715,47,320,2947.214,1573.975,4862.05,Apr 1st Projection
